Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Industry Education & Professional Development,Music Nova Scotia,"Music Nova Scotia delivers year-round training, bootcamps, and mentorship for artists and music entrepreneurs on funding applications, tour and project budgeting, marketing and release planning, and contract basics. Drawing on industry volunteers and partners, these workshops provide targeted business skills that help musicians grow viable careers in Nova Scotia.","Fragile arts, culture, and creative sector","Culture Incubator and Business-Training Workshops: Volunteer-led workshops and short incubator programs teaching budgeting, grantwriting, marketing, and contract negotiation tailored to creative careers, run in partnership with libraries, colleges, and business volunteers.",Systemic Exclusion and Weak Sense of Belonging,"2169 Gottingen Street, Suite 202, Halifax, NS B3K 3B5",https://www.musicnovascotia.ca,info@musicnovascotia.ca,44.6528555,-63.5844013
Volunteer Nova Scotia,Community Sector Council of Nova Scotia (CSCNS),"Volunteer Nova Scotia is a province-wide online hub that connects individuals with short- and long-term volunteer opportunities across communities and sectors in Nova Scotia. The platform helps organizations post roles, match with interested volunteers, and use built-in tools for scheduling and communications, supporting better workload balance and reducing burnout. It also provides resources for onboarding and recognition, helping groups welcome, train, and retain volunteers.",Rural service erosion and community capacity constraints,"Community Volunteer Hub: Create a local volunteer coordination hub (physical or online) that matches volunteers to short- and long-term opportunities, manages schedules to avoid burnout, and offers onboarding and recognition to sustain engagement.",Systemic Exclusion and Weak Sense of Belonging,"7071 Bayers Road, Suite 201, Halifax, NS B3L 2C2",https://www.volunteerns.ca,info@csc-ns.ca,44.6541222,-63.6273462
4-H Nova Scotia,4-H Nova Scotia,"Across rural Nova Scotia, adult volunteer leaders—often older farmers, tradespeople, and crafts mentors—guide youth ages 7–21 through 4-H clubs. Weekly meetings and project work in agriculture, woodworking, sewing, mechanics, public speaking, and community service create sustained, intergenerational mentorship and companionship. This hands-on skills transfer helps young people build confidence and roots in their communities.",Rural service erosion and community capacity constraints,"Intergenerational Mentorship Programs: Pair older residents with young people for skills transfer (trades, crafts, storytelling) and companionship, creating purposeful roles for seniors while giving youth real-world learning and community ties.",Systemic Exclusion and Weak Sense of Belonging,"60 Research Drive, Bible Hill, NS B6L 2R2",https://4h.novascotia.ca,info@4hnovascotia.ca,45.3884983,-63.2422032
Community Health Boards Wellness Funds,Nova Scotia Health,"Nova Scotia Health’s Community Health Boards award small, accessible grants (often in the $1,000–$10,000 range) to seed local projects that improve community well-being. Funds frequently support youth-led initiatives, pop-up programs, and volunteer-driven activities across rural and urban communities, lowering barriers for first-time applicants and strengthening local capacity where services are limited.",Rural service erosion and community capacity constraints,"Microgrants for Local Initiatives: Establish small, accessible community microgrants to seed youth-led projects, pop-up services, or volunteer relief efforts, lowering barriers for new ideas and encouraging young people to lead.",Systemic Exclusion and Weak Sense of Belonging,"90 Lovett Lake Court, Halifax, NS B3S 0H6",https://communityhealthboards.ns.ca/wellness-funds,wellnessfunds@nshealth.ca,44.6439029,-63.6600985
Community Meals and Urban Garden Volunteer Program,The North Grove,"The North Grove schedules short kitchen shifts for community meals and seasonal garden ‘work parties’ that volunteers can join as available. These micro-volunteering and drop-in style roles lower barriers for youth and working families, distributing tasks across many people to support continuity and reduce strain on long-time volunteers.",Rural service erosion and community capacity constraints,"Flexible and Micro-Volunteering Opportunities: Design volunteer roles that fit varied schedules and energy levels (one-off events, seasonal tasks, micro-shifts) to attract younger people and prevent burnout among long-term volunteers.",Systemic Exclusion and Weak Sense of Belonging,"6 Primrose Street, Dartmouth, NS B3A 4C5",https://www.thenorthgrove.ca/volunteer,info@thenorthgrove.ca,44.6814085,-63.5860545
Action Teams and Event-Day Volunteers,Ecology Action Centre,"Ecology Action Centre organizes one-off environmental actions—such as shoreline cleanups, tree plantings, citizen-science counts, and event-day support—often in 1–3 hour blocks. These bite-sized, seasonal opportunities are designed for flexible participation, engaging younger volunteers while distributing workloads to avoid burnout among core organizers.",Rural service erosion and community capacity constraints,"Flexible and Micro-Volunteering Opportunities: Design volunteer roles that fit varied schedules and energy levels (one-off events, seasonal tasks, micro-shifts) to attract younger people and prevent burnout among long-term volunteers.",Systemic Exclusion and Weak Sense of Belonging,"2705 Fern Lane, Halifax, NS B3K 4L3",https://ecologyaction.ca/get-involved/volunteer,info@ecologyaction.ca,44.6567453,-63.59637
Mayor’s Youth Advisory Committee (MYAC) – Town of Yarmouth,Town of Yarmouth,"MYAC convenes local youth to provide direct advice to the Mayor and Town Council on decisions and priorities that impact young residents. Through regular meetings and youth-driven projects, MYAC elevates youth voices in municipal policy and programming and creates opportunities and activities that help young people feel welcomed and invested in staying in Yarmouth.",Rural service erosion and community capacity constraints,"Local Youth Advisory Councils: Create youth councils that advise the municipality and community organizations, give young people decision-making power, and develop projects that respond to their needs and attract peers to stay or return.",Systemic Exclusion and Weak Sense of Belonging,"400 Main Street, Yarmouth, NS B5A 1G2",https://www.townofyarmouth.ca/committees.html,info@townofyarmouth.ca,43.838363,-66.1200297
Volunteer Leadership and Board Development,Recreation Nova Scotia,"Recreation Nova Scotia supports volunteer-led recreation groups and nonprofits with training on board roles, governance policies, and succession planning. Their resources and sessions guide organizations to formalize role descriptions, create co-lead or co-chair positions, and mentor new leaders—especially youth—so organizations remain strong as long-time volunteers retire.",Rural service erosion and community capacity constraints,"Succession Planning for Community Organizations: Encourage clubs and nonprofits to document roles, create co-lead positions, and train successors to avoid service gaps when volunteers retire and to welcome younger leaders into governance.",Systemic Exclusion and Weak Sense of Belonging,"5516 Spring Garden Road, 4th Floor, Halifax, NS B3J 1G6",https://www.recreationns.ns.ca,info@recreationns.ns.ca,44.648618,-63.5859487
The HUB South Shore,The HUB South Shore Co-operative,"The HUB South Shore is a community coworking space offering affordable desks, meeting rooms, and reliable high-speed internet for freelancers, remote workers, and startups. It hosts events, peer meetups, and mentorship opportunities that connect entrepreneurs with local resources and networks. By reducing overhead and providing business supports in Bridgewater, it helps retain and attract young professionals to the South Shore.",Rural service erosion and community capacity constraints,"Shared Workspaces and Remote Work Support: Develop affordable co-working hubs with reliable internet, meeting rooms, and business support to retain and attract remote workers and young entrepreneurs to the community.",Systemic Exclusion and Weak Sense of Belonging,"547 King Street, Bridgewater, NS B4V 1B2",https://thehubsouthshore.ca,info@thehubsouthshore.ca,44.377428,-64.5187422
Nova Scotia SPCA Volunteer Program,Nova Scotia SPCA,"The Nova Scotia SPCA supports a large volunteer base across rural and urban shelters with compassion-fatigue training, incident debriefs, and scheduled wellness check-ins by volunteer coordinators. During high-stress animal welfare responses, the SPCA deploys paid animal care staff and casual relief workers to temporarily assume demanding tasks, giving volunteers short-term respite and reducing burnout.",Rural service erosion and community capacity constraints,"Community Wellness and Respite Programs for Volunteers: Set up regular wellness check-ins, peer support groups, and short-term paid respite positions to support volunteer mental health and reduce burnout among key service providers.",Systemic Exclusion and Weak Sense of Belonging,"7 Scarfe Court, Dartmouth, NS B3B 1W4",https://www.novascotiaspca.ca/volunteer/,info@novascotiaspca.ca,44.7074107,-63.5961479
Planning & Development Permit Support (Customer Service Centre),"Halifax Regional Municipality, Planning & Development","HRM’s Planning & Development Customer Service team guides builders, small businesses, and community projects through building, development, and occupancy permits. They maintain application checklists, offer pre-application guidance and in-person assistance, and liaise with municipal reviewers to help applicants submit complete, compliant packages and shorten approval times.","Fragmented governance, regulation, and collaboration","Community Permit Navigator Program: A volunteer and peer-led service that guides small projects, startups, and community groups through local permit and licensing processes, offering checklists, application assistance, and direct liaison with municipal staff to reduce delays and frustration.",Systemic Exclusion and Weak Sense of Belonging,"7071 Bayers Road, 2nd Floor, Halifax, NS B3L 2C2",https://www.halifax.ca,planning@halifax.ca,44.648618,-63.5859487
Valley Waste-Resource Management Authority,Valley Waste-Resource Management Authority,"Valley Waste is an inter-municipal authority in Kings County and its towns that brings together councillors and staff from member municipalities to set common service standards, by-laws, and project priorities for regional waste infrastructure. The authority’s board and technical working groups meet regularly to harmonize regulations, share operational best practices, and coordinate timelines for siting, upgrading, and operating region-wide facilities. This collaborative model reduces duplica...","Fragmented governance, regulation, and collaboration","Local Inter-Municipal Working Groups: Regularly convened groups of neighbouring municipal councillors, planners, economic development officers, Indigenous and community representatives to harmonize regulations, share best practices, coordinate timelines, and fast-track regionally-significant projects.",Systemic Exclusion and Weak Sense of Belonging,"90 Donald E. Hiltz Connector Road, Kentville, NS B4N 3V7",https://www.vwrm.ca,info@vwrm.ca,45.0664994,-64.5234038
Trade Network and Contractor Engagement,EfficiencyOne (Efficiency Nova Scotia),"Efficiency Nova Scotia channels retrofit and clean energy work through its vetted Trade Network of local contractors and suppliers, ensuring projects source locally and build regional capacity. Program requirements and incentives support training and upskilling (including apprenticeships and entry-level opportunities for youth), while procurement processes prioritize approved Nova Scotia partners—keeping economic benefits and accountability within the province.","Fragmented governance, regulation, and collaboration","Community Benefit Agreements and Local Procurement Pools: Templates and facilitation for agreements that ensure regionally-important projects hire local youth and tradespeople, source local suppliers, and support training apprenticeships, increasing economic retention and shared accountability.",Systemic Exclusion and Weak Sense of Belonging,"230 Brownlow Avenue, Suite 300, Dartmouth, NS B3B 0G5",https://www.efficiencyns.ca,info@efficiencyns.ca,44.6961793,-63.5809694
NSAA Continuing Education – Authorities & Approvals Seminars,Nova Scotia Association of Architects,"NSAA delivers continuing education and practice advisory sessions that jointly engage architects, municipal building officials, and provincial code staff to clarify permit submission standards, code interpretations, and service expectations. By facilitating cross-community training and Q&A clinics, the seminars help standardize how rules are applied and encourage customer‑centred, collaborative, and timely approval approaches across municipalities.","Fragmented governance, regulation, and collaboration","Cross-Community Training for Staff and Volunteers: Regular joint workshops for municipal staff, community organizations, and volunteer permit navigators on consistent interpretation of rules, customer service, and agile approval approaches to reduce inconsistent decisions.",Systemic Exclusion and Weak Sense of Belonging,"1361 Hollis Street, Suite 208, Halifax, NS B3J 1T8",https://www.nsaa.ns.ca,info@nsaa.ns.ca,44.6435436,-63.570769
Local Government Certificate Program (Professional Development Series),"Dalhousie University, School of Public Administration","Dalhousie’s Local Government Program delivers cohort‑based training that brings together municipal staff from communities across Nova Scotia and community‑sector leaders for modules on regulatory modernization, service excellence, and inter‑municipal collaboration. The applied workshops emphasize consistent rule interpretation and agile, customer‑centric permitting practices, equipping participants to reduce inconsistent decisions and streamline approvals across jurisdictions.","Fragmented governance, regulation, and collaboration","Cross-Community Training for Staff and Volunteers: Regular joint workshops for municipal staff, community organizations, and volunteer permit navigators on consistent interpretation of rules, customer service, and agile approval approaches to reduce inconsistent decisions.",Systemic Exclusion and Weak Sense of Belonging,"6100 University Avenue, Kenneth C. Rowe Management Building, Halifax, NS B3H 4R2",https://www.dal.ca,spa@dal.ca,44.648618,-63.5859487
Old Town Lunenburg Heritage Conservation District,Town of Lunenburg — Planning & Development / Heritage Advisory Committee,"The Old Town Lunenburg Heritage Conservation District (HCD) uses a council-adopted conservation plan and by-law, developed with local input, to set design guidelines and a defined review pathway for alterations and new development. This functions as a community charter that protects character while providing predictable, timely approvals for compliant projects through a dedicated heritage permitting process. The approach aligns cultural preservation with investment certainty, supporting susta...","Fragmented governance, regulation, and collaboration","Neighbourhood Collaboration Charters: Community-developed charters that set agreed priorities, design guidelines, and streamlined processes for local redevelopment or cultural projects, giving investors and residents confidence in predictable outcomes while preserving local character.",Systemic Exclusion and Weak Sense of Belonging,"119 Cumberland Street, Lunenburg, NS B0J 2C0",https://www.townoflunenburg.ca/planning-and-development.html,info@townoflunenburg.ca,44.37796,-64.3098233
Annapolis Royal Heritage Conservation District,Town of Annapolis Royal — Planning & Development / Heritage Advisory Committee,"Annapolis Royal’s HCD, one of the first in Canada, provides community-derived design guidelines and a streamlined heritage permit process for properties within the district. Acting like a neighborhood charter, it clarifies shared priorities for conservation and compatible infill, reducing regulatory uncertainty and expediting approvals for projects that meet the standards. This preserves the town’s distinctive character while guiding reinvestment in downtown and cultural assets.","Fragmented governance, regulation, and collaboration","Neighbourhood Collaboration Charters: Community-developed charters that set agreed priorities, design guidelines, and streamlined processes for local redevelopment or cultural projects, giving investors and residents confidence in predictable outcomes while preserving local character.",Systemic Exclusion and Weak Sense of Belonging,"285 St. George Street, Annapolis Royal, NS B0S 1A0",https://annapolisroyal.com/heritage,admin@annapolisroyal.com,44.7430629,-65.5194887
Engineers Nova Scotia Mentoring Program,Engineers Nova Scotia,"Engineers Nova Scotia pairs Engineers-in-Training (including internationally educated engineers) with licensed P.Eng. mentors for guidance on licensure, local engineering codes and standards, and workplace culture. Mentors offer targeted advice on navigating the provincial licensing process and help expand mentees’ professional networks, often through informational interviews and referrals. The formal mentor–mentee relationship functions as an occupational buddy system that supports faster cr...",Credential recognition and labour mobility barriers,"Peer Mentorship and Occupational Buddy System: Create a volunteer mentor network linking locally established tradespeople and professionals with newcomers to provide guidance on local standards, workplace culture, licensing steps, and informal references.",Systemic Exclusion and Weak Sense of Belonging,"6960 Mumford Road, Suite 104, Halifax, NS B3L 4P1",https://engineersnovascotia.ca,info@engineersnovascotia.ca,44.645137,-63.6190662
Windmill Microlending – Career Loans for Skilled Newcomers (Nova Scotia),Windmill Microlending,"Windmill provides low-interest microloans (up to $15,000) to immigrants and refugees living in Nova Scotia to cover credential-related expenses such as assessment (e.g., WES/NNAS), exam registrations, licensing and association fees, short-term training, and translation/notarization. Delivered virtually across the province with financial coaching, the loans remove up-front cost barriers so internationally trained newcomers can complete recognition steps faster and enter their fields of work.",Credential recognition and labour mobility barriers,"Credential Cost-Relief Fund: Establish a community-managed microgrant or loan program to cover fees for credential assessment, exam registrations, required training, translations, and licensing costs for low-income newcomers.",Systemic Exclusion and Weak Sense of Belonging,"Suite 500, 550 11 Avenue SW, Calgary, AB T2R 1M7",https://windmillmicrolending.org,info@teamwindmill.org,51.0429503,-114.073704
International Pharmacy Graduate (IPG) Program,"Dalhousie University, College of Pharmacy","Dalhousie’s IPG bridging program provides modular coursework in Canadian pharmacy practice, jurisprudence specific to Nova Scotia, patient safety, and workplace readiness to address assessed competency gaps of internationally educated pharmacists. Designed in alignment with the Nova Scotia College of Pharmacists and employer expectations, the modules prepare candidates for PEBC/NS jurisprudence and practice requirements. Successful completion contributes directly to recognized steps toward li...",Credential recognition and labour mobility barriers,"Local Bridging and Short-Course Stackables: Partner with community colleges and training providers to offer short, modular bridging courses targeting gaps identified by local regulators and employers (e.g., codes, safety, local practice) that stack into recognized credentials.",Systemic Exclusion and Weak Sense of Belonging,"5968 College Street, Halifax, NS B3H 4R2",https://www.dal.ca/faculty/health/pharmacy.html,pharmacy@dal.ca,44.6393717,-63.5853011
CPA Preparatory Courses,CPA Atlantic School of Business,"CPA Atlantic delivers short, modular preparatory courses that bridge academic gaps for internationally educated or out-of-province accountants seeking recognition in Nova Scotia. Each module targets specific prerequisite competencies (e.g., tax, audit, law) identified by the CPA profession, and completed modules stack into eligibility for the CPA Professional Education Program (PEP), a nationally recognized credential pathway. The program aligns with local regulatory requirements and employer...",Credential recognition and labour mobility barriers,"Local Bridging and Short-Course Stackables: Partner with community colleges and training providers to offer short, modular bridging courses targeting gaps identified by local regulators and employers (e.g., codes, safety, local practice) that stack into recognized credentials.",Systemic Exclusion and Weak Sense of Belonging,"2000 Barrington Street, Suite 1106, Halifax, NS B3J 3K1",https://www.cpaatlantic.ca,info@cpaatlantic.ca,44.651039,-63.5772291
International Medical Graduate (IMG) Registration Webinars and Advising,College of Physicians and Surgeons of Nova Scotia (CPSNS),"CPSNS offers regular virtual webinars and one-on-one advising for IMGs to explain licensure routes, required documentation, and next steps, providing direct access to registration advisors. The College also collaborates with Nova Scotia’s Practice Ready Assessment pathway to organize assessment stages and prepare candidates, helping applicants address requirements upfront and reduce processing delays.",Credential recognition and labour mobility barriers,"Regulator Liaisons and Visiting Assessment Days: Invite provincial regulatory bodies and credential assessors to hold regular local clinics or virtual drop-in sessions where applicants can get direct answers, preliminary assessments, or fast-track documentation checks.",Systemic Exclusion and Weak Sense of Belonging,"7071 Bayers Road, Suite 201, Halifax, NS B3L 2C2",https://www.cpsns.ns.ca,registration@cpsns.ns.ca,44.6541222,-63.6273462
Public Policy & Advocacy – Workforce and Immigration,Halifax Chamber of Commerce,"The Halifax Chamber of Commerce leads employer-driven advocacy and policy development on workforce and immigration, working with members, ISANS, post-secondary partners, and other associations to propose solutions to government. The Chamber organizes policy committees and consultations that call for clearer credential recognition timelines, transparent pathways, and enhanced interprovincial labour mobility agreements, amplifying a coordinated community voice to the Province.",Credential recognition and labour mobility barriers,"Community Advocacy Coalition: Organize a local coalition of employers, immigrant-serving agencies, colleges, unions, and chambers of commerce to advocate to the province for clearer timelines, recognition pathways, and interprovincial reciprocity agreements.",Systemic Exclusion and Weak Sense of Belonging,"32 Akerley Boulevard, Unit 100, Dartmouth, NS B3B 1N1",https://halifaxchamber.com/advocacy,info@halifaxchamber.com,44.7098064,-63.6035607
"Certification Exam Preparation (Red Seal, Power Engineering)",Nova Scotia Community College (NSCC) – Continuing Education,"NSCC offers short, scheduled continuing‑education courses that prepare candidates for licensing and certification exams such as Red Seal trade exams and Fourth Class Power Engineering (Parts A and B). Courses include technical refreshers, instructor‑led reviews, and sample exams to build test‑taking skills and target weak areas. Delivered by journeyperson educators at low cost, these workshops help newcomers and interprovincial tradespeople meet Nova Scotia licensing requirements more quickly.",Credential recognition and labour mobility barriers,"Preparation and Exam-Prep Workshops: Offer regular, low-cost workshops to prepare candidates for licensing exams and interviews (language support, practice tests, technical refreshers) run by retired professionals, educators, or volunteers.",Systemic Exclusion and Weak Sense of Belonging,"5685 Leeds Street, Halifax, NS B3K 2T3",https://www.nscc.ca,info@nscc.ca,44.6695773,-63.6147024
Nova Scotia Works – Employment Services Centre (Sydney),YMCA of Cape Breton,"YMCA of Cape Breton’s Nova Scotia Works centre provides employment services, help with skills and credential assessment navigation, and referrals to training and bridging programs. Through NS Works client supports, eligible participants can receive transportation assistance (e.g., bus passes or mileage) and dependent care subsidies so they can attend assessments, training, and work placements linked to credential recognition and job entry.",Credential recognition and labour mobility barriers,"Transit and Childcare Support for Training Access: Provide small-scale supports (bus vouchers, childcare stipends) so credential applicants can attend assessments, training, or work placements without undue financial or logistical barriers.",Systemic Exclusion and Weak Sense of Belonging,"399 Charlotte Street, Sydney, NS B1P 1E3",https://www.cb.ymca.ca/nova-scotia-works,info@cb.ymca.ca,46.136466,-60.1940452
Nova Scotia Works – Colchester–East Hants,Futureworx Society,"Futureworx operates NS Works centres that help job seekers—including newcomers and tradespeople moving interprovincially—access assessments, short-term training, and pathways that support credential recognition. Eligible clients can receive small-scale supports like transportation assistance and dependent care subsidies so they can attend required testing, courses, and work placements without undue financial barriers.",Credential recognition and labour mobility barriers,"Transit and Childcare Support for Training Access: Provide small-scale supports (bus vouchers, childcare stipends) so credential applicants can attend assessments, training, or work placements without undue financial or logistical barriers.",Systemic Exclusion and Weak Sense of Belonging,"80 Glenwood Drive, Suite 2, Truro, NS B2N 5P8",https://futureworx.ca,info@futureworx.ca,45.3513854,-63.2889367
Halifax Free Legal Clinic (Volunteer Lawyer Service),Nova Scotia Courts,"Hosted at the Halifax Law Courts, this clinic mobilizes volunteer lawyers to provide free, rapid legal advice and document drafting on civil and administrative issues, including obstacles in professional and trades credentialing. Lawyers triage urgent individual cases, prepare submissions to regulators, and—through referrals—link clients with HR and industry mentors, effectively assembling short-term, pro bono case teams that resolve holdups and generate reusable guidance for similar cases.",Credential recognition and labour mobility barriers,"Rapid-Response Volunteer Case Teams: Form volunteer multidisciplinary teams (lawyers, HR professionals, tradespeople) who take on complex individual credential cases pro bono to resolve specific holdups and create precedent solutions.",Systemic Exclusion and Weak Sense of Belonging,"1815 Upper Water Street, Halifax, NS B3J 1S7",https://www.courts.ns.ca,,44.6496494,-63.5727816
Connector Program (Truro & Colchester),Truro & Colchester Partnership for Economic Prosperity,"This regional Connector Program builds a community network of employers, HR volunteers, and settlement partners to introduce newcomer spouses and other job seekers to hiring managers in Truro and Colchester. It offers employer briefings, curated networking meetings, and warm referrals that lead to interviews, project work, and internships aligned to candidates’ skills. By actively brokering employer connections and maintaining contact lists of opportunities, the program improves spousal emplo...","Newcomer attraction, settlement, and retention challenges","Spousal Employment Network: Form a community network of employers, HR volunteers, and settlement workers focused on matching newcomer spouses with job opportunities, flexible hours, and internships. The network can run periodic targeted job fairs, employer briefings on hiring internationally-trained candidates, and a shared database of openings.",Systemic Exclusion and Weak Sense of Belonging,"35 Commercial Street, Suite 208, Truro, NS B2N 3H9",https://www.tcpep.ca,info@tcpep.ca,45.3660281,-63.2864996
Café Français — French Conversation Sessions,Alliance Française Halifax,"Alliance Française Halifax hosts informal Café Français meetups where learners and newcomers practice French with native speakers and advanced learners. Held at the centre and local cafés, these sessions emphasize everyday conversation, cultural exchange, and practical vocabulary useful for work and community life, helping participants build social connections in French.","Newcomer attraction, settlement, and retention challenges","Language Cafés and Conversation Circles: Run informal, drop-in language cafés hosted by libraries, cafés, or community centres where newcomers practice English (or French), share culture, and meet locals through conversation partners, story nights, and job-language sessions tailored to workplace vocabulary.",Systemic Exclusion and Weak Sense of Belonging,"5509 Young Street, Halifax, NS B3K 1Z7",https://www.afhalifax.ca,info@afhalifax.ca,44.6624333,-63.5989047
"Halifax Business Awards – Diversity, Equity & Inclusion Award",Halifax Chamber of Commerce,"The Halifax Business Awards include a DEI category that recognizes employers demonstrating inclusive recruitment, advancement, and workplace practices, including fair assessment of internationally trained candidates. Winners and finalists receive public recognition, media exposure, and promotion through the Chamber’s platforms, creating a strong community incentive for local businesses to champion inclusive hiring.","Newcomer attraction, settlement, and retention challenges","Local Employer Pledge and Small-Business Incentives: Encourage a voluntary local employer pledge to hire and fairly assess internationally-trained candidates, paired with community incentives such as free job-posting on municipal boards, recognition awards, or local procurement preferences for champion employers.",Systemic Exclusion and Weak Sense of Belonging,"32 Akerley Boulevard, Unit 1, Dartmouth, NS B3B 1N1",https://halifaxchamber.com/events/halifax-business-awards,info@halifaxchamber.com,44.7098064,-63.6035607
International Student Ambassador (Peer Buddy) Program,Nova Scotia Community College (NSCC) International,"NSCC’s International Student Ambassador Program connects new international students with returning student ambassadors who act as peer buddies for regular meetups, study groups, and community activities. Ambassadors help newcomers navigate services, housing, and local culture across NSCC campuses, reducing isolation and fostering long-term community attachment.","Newcomer attraction, settlement, and retention challenges","Peer Buddy Program for Social Integration: Match newcomer families with established local ‘buddies’ (families, students, seniors) for regular social activities, child playdates, and cultural exchange. The program reduces isolation, supports childcare needs, and accelerates community belonging.",Systemic Exclusion and Weak Sense of Belonging,"5685 Leeds Street, Halifax, NS B3K 2T3",https://www.nscc.ca/international,international@nscc.ca,44.6695773,-63.6147024
YREACH Community Welcome Events,YMCA of Greater Halifax/Dartmouth – Centre for Immigrant Programs (YREACH),"The YMCA’s YREACH program organizes community welcome dinners, potlucks, multicultural nights, and newcomer spotlights across Nova Scotia communities, often in partnership with local municipalities, schools, and employers. These low-barrier events celebrate culture, introduce newcomers to neighbours and local services, and create opportunities to meet potential employers in an informal setting. By taking place in towns and neighbourhood hubs, YREACH enhances social integration and supports lo...","Newcomer attraction, settlement, and retention challenges","Community Cultural and Welcome Events: Host regular multicultural festivals, welcome dinners, and newcomer spotlights organized by neighbourhood associations to celebrate diversity, create visible inclusion, and provide low-barrier opportunities for newcomers to meet employers, service providers, and neighbours.",Systemic Exclusion and Weak Sense of Belonging,"104-7071 Bayers Road, Halifax, NS B3L 2C2",https://yreach.ca,yreach@ymcahfx.ca,44.6541222,-63.6273462
Make Way – The Campaign for NSCC (Student Awards & Bursaries),Nova Scotia Community College Foundation,"NSCC Foundation’s Make Way campaign mobilizes community donors—local employers, service clubs, alumni, and residents—to fund hundreds of small, targeted student awards and urgent-aid bursaries across Nova Scotia campuses. Many awards range from a few hundred to a few thousand dollars and are directed to high-demand programs and Red Seal trades, often sponsored by local companies. This pooled, community-driven micro-scholarship model removes financial barriers, boosts completion rates, and str...",Post-secondary sustainability and research capacity limits,"Community-sponsored micro-scholarships: Local businesses, service clubs, and residents pool small donations to create targeted micro-scholarships for students pursuing in-demand programs, trades, or research projects to improve access and retention.",Systemic Exclusion and Weak Sense of Belonging,"5685 Leeds Street, Halifax, NS B3K 2T3",https://www.nscc.ca,foundation@nscc.ca,44.6695773,-63.6147024
Donor-Funded Scholarships & Bursaries,Cape Breton University,"Cape Breton University (CBU) partners with residents, community groups, and regional employers to fund many small scholarships and bursaries through pooled donations. These awards are often targeted to priority fields for the region—such as nursing, engineering technology, business, and community services—helping students afford studies and remain in Cape Breton. By channeling grassroots philanthropy into micro-scholarships, CBU strengthens local talent pipelines and student retention.",Post-secondary sustainability and research capacity limits,"Community-sponsored micro-scholarships: Local businesses, service clubs, and residents pool small donations to create targeted micro-scholarships for students pursuing in-demand programs, trades, or research projects to improve access and retention.",Systemic Exclusion and Weak Sense of Belonging,"1250 Grand Lake Road, Sydney, NS B1P 6L2",https://www.cbu.ca/future-students/scholarships/,awards@cbu.ca,46.147592,-60.144472
X Connect (StFX Ten Thousand Coffees),St. Francis Xavier University Alumni Association,"X Connect is St. Francis Xavier University’s alumni–student mentoring and networking platform, pairing students and recent grads with alumni for career conversations, mentorship, and industry insights. The program also mobilizes regional alumni to host career panels and mixers in Nova Scotia, building professional networks that support local talent pipelines and elevate the province’s profile among graduates.",Post-secondary sustainability and research capacity limits,"Alumni mentorship and networking programs: Regional alumni groups mentor current students, host career panels, and create networking events to strengthen career pipelines and raise the province’s profile among graduates.",Systemic Exclusion and Weak Sense of Belonging,"4130 University Avenue, Antigonish, NS B2G 2W5",https://www.stfx.ca/alumni,alumni@stfx.ca,45.6191732,-61.9966544
Ocean Frontier Institute (OFI),Ocean Frontier Institute at Dalhousie University,"OFI is a pan-Atlantic research partnership led by Dalhousie University that works with industry, government, Indigenous and coastal communities to set priority ocean research themes (e.g., sustainable fisheries, ocean climate, technology). Through programs such as its Seed Fund and targeted calls, OFI requires partner cash/in-kind contributions and leverages federal and international programs (CFI, NSERC, others), pooling local resources to attract substantial external research dollars aligne...",Post-secondary sustainability and research capacity limits,"Community research priorities and funding pools: Local stakeholders identify priority research topics (e.g., ocean tech, clean energy, fisheries) and contribute to matching funds or prize grants that attract external research dollars.",Systemic Exclusion and Weak Sense of Belonging,"1355 Oxford Street, Halifax, NS B3H 4R2",https://oceanfrontierinstitute.ca,info@oceanfrontierinstitute.ca,44.6359085,-63.5938113
Atlantic Fisheries Fund (Nova Scotia Stream),Fisheries and Oceans Canada (DFO) in partnership with the Province of Nova Scotia,"The Atlantic Fisheries Fund is a federal–provincial, cost‑shared program that supports innovation, infrastructure, and science partnerships across fisheries and aquaculture, with priorities set in consultation with regional stakeholders. Nova Scotia proponents must provide matching funds, enabling community and industry dollars to leverage large federal contributions and bring externally sourced research and development funding into the province.",Post-secondary sustainability and research capacity limits,"Community research priorities and funding pools: Local stakeholders identify priority research topics (e.g., ocean tech, clean energy, fisheries) and contribute to matching funds or prize grants that attract external research dollars.",Systemic Exclusion and Weak Sense of Belonging,"1 Challenger Drive, Dartmouth, NS B2Y 4A2",https://www.dfo-mpo.gc.ca/fisheries-peches/initiatives/fish-fund-atlantic-fonds-peche-atlantique/index-eng.html,atlanticfisheriesfund@dfo-mpo.gc.ca,44.683332,-63.6116107
