Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Community Economic Development Investment Funds (CEDIF) Program,Government of Nova Scotia – Nova Scotia Securities Commission,"The Province of Nova Scotia’s CEDIF program enables communities to raise capital locally by selling RRSP/TFSA-eligible shares to Nova Scotians, channeling patient, multi-year investment into local enterprises and initiatives. Functionally similar to community investment notes, CEDIFs mobilize residents as impact investors and repay them through enterprise revenues, reducing reliance on short-term grants and addressing policy fragmentation by creating stable, community-driven financing.",Policy Fragmentation and Short-Term Funding,"Local Social Bond or Community Investment Notes: Mobilize local investors through social bonds or community investment notes to fund capital and operating needs for multi-year social initiatives, repaid through cost-savings or community revenues.",Structural Economic Scale and Capital Constraints,"5251 Duke Street, Suite 400, Halifax, NS B3J 1P3",https://nssc.novascotia.ca,nssc@nssc.novascotia.ca,44.6492689,-63.5761344
FarmWorks Investment Co-operative Limited (CEDIF),FarmWorks Investment Co-operative Limited,"FarmWorks raises capital from Nova Scotians through recurring CEDIF share offerings and invests that pooled community capital in farms, food processors, and local food enterprises across the province. Acting like a community investment note, these offerings provide multi-year, patient financing that is repaid from business revenues, building resilient local food systems and reducing dependence on short-term, siloed funding.",Policy Fragmentation and Short-Term Funding,"Local Social Bond or Community Investment Notes: Mobilize local investors through social bonds or community investment notes to fund capital and operating needs for multi-year social initiatives, repaid through cost-savings or community revenues.",Structural Economic Scale and Capital Constraints,"70 Exhibition Street, Kentville, NS B4N 4K9",https://www.farmworks.ca,info@farmworks.ca,45.0836335,-64.4967401
Regional Solid Waste Program (Inter-Municipal Service Agreement),Valley Waste-Resource Management,"Valley Waste-Resource Management delivers integrated solid waste services for multiple neighbouring municipalities in the Annapolis Valley under a standing inter-municipal agreement. When pilots such as clear bag policies, organics enhancements, or curbside textile recycling prove successful within one member area, the board structure enables rapid acceptance and roll-out across all participating municipalities without each having to re‑prove outcomes. This reciprocity mechanism sustains regi...",Policy Fragmentation and Short-Term Funding,"Pilot Reciprocity Agreement: Create agreements among neighbouring municipalities to accept and continue successful pilots from one jurisdiction, reducing the need to re-prove impact and enabling sustained program delivery across regions.",Structural Economic Scale and Capital Constraints,"90 Donald E. Hiltz Connector Road, Kentville, NS B4N 3V7",https://www.vwrm.ca,info@vwrm.ca,45.0664994,-64.5234038
Pro Bono Students Canada – Dalhousie Chapter,"Schulich School of Law, Dalhousie University","PBSC’s Dalhousie chapter places supervised law student volunteers with nonprofits and community groups across Nova Scotia to draft bylaws and policies, build governance binders, standardize MOUs, and organize compliance checklists—formalizing and preserving institutional knowledge. These short-term, well-scoped volunteer projects deliver critical documentation and administrative support at no cost, bridging capacity and continuity when organizations face funding uncertainty.",Policy Fragmentation and Short-Term Funding,"Volunteer Continuity & Knowledge Team: Assemble a trained volunteer cadre to preserve institutional knowledge (archives, contacts, evaluation records) and provide short-term operational support when funding gaps threaten continuity.",Structural Economic Scale and Capital Constraints,"6061 University Avenue, Halifax, NS B3H 4R2",https://pbsc.ca/chapters/dalhousie/,pbscschulichlaw@dal.ca,44.6382006,-63.5875635
Nature Trust Volunteer Program (Land Stewards & Office Volunteers),Nova Scotia Nature Trust,"The Nova Scotia Nature Trust trains volunteer land stewards and office volunteers to collect and file monitoring reports, GIS notes, species observations, and stewardship records, and to maintain internal databases and contact lists—safeguarding institutional knowledge about conserved lands. Volunteers also support reception and short-term admin projects, providing surge capacity that keeps stewardship and outreach running when funding is tight.",Policy Fragmentation and Short-Term Funding,"Volunteer Continuity & Knowledge Team: Assemble a trained volunteer cadre to preserve institutional knowledge (archives, contacts, evaluation records) and provide short-term operational support when funding gaps threaten continuity.",Structural Economic Scale and Capital Constraints,"7071 Bayers Road, Suite 231, Halifax, NS B3L 2C2",https://nsnt.ca/get-involved/volunteer,info@nsnt.ca,44.6541222,-63.6273462
CoastSnap Nova Scotia,"TransCoastal Adaptations: Centre for Nature-Based Solutions, Saint Mary’s University","CoastSnap Nova Scotia engages volunteers to take repeat photos from fixed smartphone brackets installed at beaches and dunes to track shoreline change over time. Submitted images are processed to extract shoreline position and are shared through public web maps and dashboards, providing communities and municipalities with evidence to guide coastal planning, early warnings for erosion hotspots, and stronger grant applications for adaptation projects.",Climate Risks and Infrastructure Resilience,"Community Coastal Monitoring and Mapping: Organize volunteer teams to monitor shoreline change, flooding incidents and erosion, and maintain a community-accessible map/database to inform planning, early warning and grant applications.",Structural Economic Scale and Capital Constraints,"923 Robie Street, Halifax, NS B3H 3C3",https://www.transcoastaladaptations.com,info@transcoastaladaptations.com,44.6313165,-63.5816691
Living Shorelines Nova Scotia,Clean Foundation,"Living Shorelines supports communities in stabilizing eroding coasts with nature-based methods and trains local volunteers to monitor beach profiles, photo-points, and storm/flood impacts. Monitoring results and site maps are published via project dashboards and GIS story maps, informing municipal planning, permit and grant applications, and timely public communications during severe weather.",Climate Risks and Infrastructure Resilience,"Community Coastal Monitoring and Mapping: Organize volunteer teams to monitor shoreline change, flooding incidents and erosion, and maintain a community-accessible map/database to inform planning, early warning and grant applications.",Structural Economic Scale and Capital Constraints,"126 Portland Street, Dartmouth, NS B2Y 1H8",https://www.cleanfoundation.ca,info@cleanfoundation.ca,44.6659186,-63.5662829
Joint Emergency Management (JEM) Program,"Halifax Regional Municipality, Emergency Management","JEM organizes neighbourhood-level volunteer teams across Halifax to monitor and report coastal storm impacts—such as flooding, erosion, and road washouts—using standardized forms and geotagged photos. Reports feed into the municipal Emergency Management Office for situational awareness, public alerts, and the maintenance of community hazard maps used in resilience planning and funding applications.",Climate Risks and Infrastructure Resilience,"Community Coastal Monitoring and Mapping: Organize volunteer teams to monitor shoreline change, flooding incidents and erosion, and maintain a community-accessible map/database to inform planning, early warning and grant applications.",Structural Economic Scale and Capital Constraints,"1841 Argyle Street, Halifax, NS B3J 3A5",https://www.halifax.ca,emo@halifax.ca,44.648927,-63.5753248
Living Shorelines Nova Scotia,Coastal Action (Bluenose Coastal Action Foundation),"Living Shorelines Nova Scotia designs and installs nature-based shoreline protection such as salt marsh plantings, dune restoration, coir logs, and native shrub buffers. The program hosts community planting days and works with landowners and municipalities to create stewardship agreements that maintain riparian buffers and stabilize eroding coasts, reducing storm surge and flooding risks.",Climate Risks and Infrastructure Resilience,"Local Natural Infrastructure Projects: Restore and protect salt marshes, dunes, wetlands and riparian buffers through community planting days and stewardship agreements to reduce storm surge, absorb flood waters and stabilize shorelines.",Structural Economic Scale and Capital Constraints,"37 Tannery Road, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
Climate Change Program,Coastal Action (Bluenose Coastal Action Foundation),"Coastal Action convenes municipalities, researchers, and residents on Nova Scotia’s South Shore to plan for sea-level rise, storm surge, and flooding, and to advocate for nature-based and engineered resilience investments. Their coalition-building informs stronger coastal zoning and stormwater bylaws, and they promote incentives and funding proposals that support resilient retrofits and shoreline protection best practices.",Climate Risks and Infrastructure Resilience,"Advocacy and Coalition-Building for Policy Change: Form community coalitions to lobby municipal and provincial governments for stronger zoning, affordable insurance programs, infrastructure investments and incentives for resilient building practices.",Structural Economic Scale and Capital Constraints,"37 Tannery Road, Unit 2, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
Riparian Restoration and Stewardship Program,Clean Annapolis River Project (CARP),"Clean Annapolis River Project restores riparian buffers and adjacent wetlands along the Annapolis River watershed by organizing community planting days with schools, volunteers, and landowners to plant native trees, shrubs, and marsh vegetation. Through landowner outreach and stewardship agreements, the program improves bank stability, reduces flood risk, and enhances natural infrastructure that absorbs stormwater.",Climate Risks and Infrastructure Resilience,"Local Natural Infrastructure Projects: Restore and protect salt marshes, dunes, wetlands and riparian buffers through community planting days and stewardship agreements to reduce storm surge, absorb flood waters and stabilize shorelines.",Structural Economic Scale and Capital Constraints,"314 St. George Street, Annapolis Royal, NS B0S 1A0",https://annapolisriver.ca,info@annapolisriver.ca,44.7429043,-65.518273
Cape Breton Regional Municipality Comfort Centres,Cape Breton Regional Municipality Emergency Management Organization,"CBRM’s Emergency Management Organization maintains a network of designated Comfort Centres in community halls, churches, and fire stations equipped with generators throughout the municipality. Local volunteers open and operate these hubs during severe weather or power interruptions to provide warmth, device charging, internet access, emergency information, and basic supplies. CBRM EMO coordinates readiness, offers training support, and communicates openings and locations to residents.",Climate Risks and Infrastructure Resilience,"Neighbourhood Resilience Hubs: Create local hubs (in community centres, libraries, or churches) stocked with emergency supplies, communications equipment and information; train volunteers to operate them during storms or power outages.",Structural Economic Scale and Capital Constraints,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca,,46.1371609,-60.1960651
Rainscaping Program,ACAP Cape Breton,"ACAP Cape Breton runs community rainscaping initiatives that include public workshops and demonstration installs of rain gardens, swales, and downspout redirection to keep stormwater away from foundations. Through hands-on volunteer planting days and homeowner training, the program helps residents improve lot drainage and reduce flood risk to basements and lower levels.",Climate Risks and Infrastructure Resilience,"Home Resilience Retrofit Program: Run a community-supported retrofit initiative offering group discounts, volunteer labour swaps and how-to workshops for flood-proofing basements, elevating utilities, improving drainage and sealing buildings.",Structural Economic Scale and Capital Constraints,"90 Esplanade, Sydney, NS B1P 1A1",https://www.acapcb.ns.ca,info@acapcb.ns.ca,46.142419,-60.198631
Stormwater and LID Projects (Coasts & Watersheds),Clean Foundation,"Clean Foundation partners with municipalities, schools, and community groups across Nova Scotia to co-design and install rain gardens, bioswales, and other green stormwater infrastructure. Their teams host volunteer planting and maintenance days, provide technical guidance on site selection and native plants, and deliver public workshops that help residents retrofit properties with permeable surfaces and downspout disconnection. These projects reduce peak flows, improve infiltration, and less...",Climate Risks and Infrastructure Resilience,"Local Stormwater and Low-Impact Development (LID) Projects: Install rain gardens, permeable pavement, bioswales and roadside infiltration basins through community-led design and build days to reduce runoff and urban flooding.",Structural Economic Scale and Capital Constraints,"126 Portland Street, Dartmouth, NS B2Y 1H8",https://cleanfoundation.ca,info@cleanfoundation.ca,44.6659186,-63.5662829
Nova Scotia Sustainable Communities Challenge Fund,Clean Foundation,"A province-wide fund administered by Clean Foundation that provides grants to municipalities, Mi’kmaw communities, and non-profits for climate adaptation and mitigation projects, including flood resilience and nature-based coastal protection. By offering small to mid-sized grants that seed local pilots and preparedness initiatives, it functions as a community resilience fund that enables neighbourhood-scale adaptation and supports locally governed solutions.",Climate Risks and Infrastructure Resilience,"Community Resilience Fund and Microgrants: Establish a locally governed resilience fund (seeded by donations, municipal contributions and fundraisers) that provides microgrants for household flood mitigation, small business preparedness and local adaptation pilots.",Structural Economic Scale and Capital Constraints,"126 Portland Street, Dartmouth, NS B2Y 1H8",https://cleanfoundation.ca,info@cleanfoundation.ca,44.6659186,-63.5662829
Climate Adaptation Program,Clean Foundation,"Clean Foundation brings together municipalities, provincial departments, and community organizations to assess climate risks and co-develop adaptation strategies, then advances policy recommendations to councils and the Province. Through these cross-sector coalitions, they advocate for resilient infrastructure funding, updated zoning and building standards, and incentive programs that help homeowners and businesses implement resilient practices that can also reduce insurance risk.",Climate Risks and Infrastructure Resilience,"Advocacy and Coalition-Building for Policy Change: Form community coalitions to lobby municipal and provincial governments for stronger zoning, affordable insurance programs, infrastructure investments and incentives for resilient building practices.",Structural Economic Scale and Capital Constraints,"126 Chain Lake Drive, Suite 3B, Halifax, NS B3S 1A2",https://cleanfoundation.ca,info@cleanfoundation.ca,44.6450524,-63.666929
South Shore Stormwater Management and Green Infrastructure,Bluenose Coastal Action Foundation,"Bluenose Coastal Action Foundation works with towns and communities on Nova Scotia’s South Shore to design and implement LID features such as rain gardens, bioswales, and shoreline infiltration plantings that capture and filter runoff before it reaches harbours and streams. The initiative frequently organizes community planting events and youth education sessions, building local capacity to plan, install, and care for green infrastructure. These projects reduce flooding and erosion while impr...",Climate Risks and Infrastructure Resilience,"Local Stormwater and Low-Impact Development (LID) Projects: Install rain gardens, permeable pavement, bioswales and roadside infiltration basins through community-led design and build days to reduce runoff and urban flooding.",Structural Economic Scale and Capital Constraints,"18 King Street, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3771311,-64.309578
Non-Residential Stormwater Credit Program,Halifax Water,"Halifax Water provides bill credits to non-residential customers that install and maintain approved LID practices—such as permeable pavement, rain gardens/bioretention, and infiltration galleries—that reduce runoff to the municipal system. The utility offers technical guidelines and a review process that encourages property owners to retrofit sites with green infrastructure, decreasing peak flows and urban flooding. This incentive accelerates widespread adoption of LID across commercial, inst...",Climate Risks and Infrastructure Resilience,"Local Stormwater and Low-Impact Development (LID) Projects: Install rain gardens, permeable pavement, bioswales and roadside infiltration basins through community-led design and build days to reduce runoff and urban flooding.",Structural Economic Scale and Capital Constraints,"450 Cowie Hill Road, Halifax, NS B3P 2V3",https://www.halifaxwater.ca/stormwater,customercare@halifaxwater.ca,44.62613,-63.623556
Smart Grid Nova Scotia,Nova Scotia Power Inc.,"Nova Scotia Power’s Smart Grid Nova Scotia pilot deploys distributed energy resources such as residential battery storage (e.g., Tesla Powerwall), smart inverters, and advanced controls to form a virtual power plant across participating communities. The batteries provide backup power during storms and outages while coordinated operation lowers peak demand and overall energy costs, improving grid resilience for residents and small businesses.",Climate Risks and Infrastructure Resilience,"Community-Owned Microgrids and Backup Power: Develop small-scale renewable energy plus battery storage projects (solar co-ops, microgrids) to keep critical services running during outages and lower energy costs for residents and businesses.",Structural Economic Scale and Capital Constraints,"1223 Lower Water Street, Halifax, NS B3J 3S8",https://www.nspower.ca,info@nspower.ca,44.6419859,-63.5673509
Mahone Bay Solar Garden Project,Town of Mahone Bay Electric Utility,"The Town of Mahone Bay Electric Utility is developing a subscriber-based community solar garden that enables residents and businesses to purchase a share of local solar generation and receive bill credits. As part of the town’s broader grid-modernization work with AREA, the project supports local resilience by laying the groundwork to pair solar with battery storage so critical municipal services can remain powered during outages while lowering electricity costs for participants.",Climate Risks and Infrastructure Resilience,"Community-Owned Microgrids and Backup Power: Develop small-scale renewable energy plus battery storage projects (solar co-ops, microgrids) to keep critical services running during outages and lower energy costs for residents and businesses.",Structural Economic Scale and Capital Constraints,"493 Main Street, Mahone Bay, NS B0J 2E0",https://www.townofmahonebay.ca,info@townofmahonebay.ca,44.4493252,-64.3827688
Antigonish Community Solar Garden,Town of Antigonish Electric Utility,"The Town of Antigonish Electric Utility is implementing a community solar garden that lets customers subscribe to locally produced solar power and receive credits on their bills. Integrated with municipal utility operations and AREA’s community energy platform, the project advances a distributed, community-owned approach that can be complemented by battery storage to maintain essential services during outages and cut energy costs for residents and small businesses.",Climate Risks and Infrastructure Resilience,"Community-Owned Microgrids and Backup Power: Develop small-scale renewable energy plus battery storage projects (solar co-ops, microgrids) to keep critical services running during outages and lower energy costs for residents and businesses.",Structural Economic Scale and Capital Constraints,"274 Main Street, Antigonish, NS B2G 2C4",https://www.townofantigonish.ca,town@antigonish.ca,45.6227052,-61.99171
AREA (Alternative Resource Energy Authority) Community Renewables,Alternative Resource Energy Authority (AREA),"AREA is a joint venture of the municipal electric utilities of Antigonish, Berwick, and Mahone Bay that develops and operates community-owned clean energy projects, including the Ellershouse Wind Farm and community solar initiatives. By coordinating local generation with planned battery storage and smart grid controls, AREA enables its member towns to enhance outage resilience for critical services and deliver more affordable, locally owned electricity to customers.",Climate Risks and Infrastructure Resilience,"Community-Owned Microgrids and Backup Power: Develop small-scale renewable energy plus battery storage projects (solar co-ops, microgrids) to keep critical services running during outages and lower energy costs for residents and businesses.",Structural Economic Scale and Capital Constraints,"493 Main Street, Mahone Bay, NS B0J 2E0",https://www.areans.ca,,44.4493252,-64.3827688
Community Insurance Information Sessions (Nova Scotia),Insurance Bureau of Canada – Atlantic Region,"The Insurance Bureau of Canada’s Atlantic office partners with Nova Scotia municipalities to host town halls and workshops that explain home insurance coverage, including overland flood and sewer backup, and how mitigation measures can reduce risk and premiums. Sessions often include Q&A with insurance experts, guidance on discounts and endorsements, and information on how provincial Disaster Financial Assistance (DFA) interacts with private insurance.",Climate Risks and Infrastructure Resilience,"Local Insurance and Affordability Workshops: Host sessions with insurance experts and municipal staff to explain coverage options, government programs, mitigation discounts and steps homeowners can take to lower premiums.",Structural Economic Scale and Capital Constraints,"Suite 802, 1801 Hollis Street, Halifax, NS B3J 3N4",https://www.ibc.ca/ns,atlantic@ibc.ca,44.6493476,-63.5735081
Disaster Financial Assistance and Insurance Information Sessions,Nova Scotia Emergency Management Office,"Nova Scotia Emergency Management Office (NSEMO) coordinates community information sessions with municipal emergency coordinators and insurance experts to help residents understand coverage options, the DFA program, and steps to reduce household risk. These workshops explain how mitigation (e.g., sump pumps, backflow valves, fire‑smarting) can improve insurability and lower premiums while clarifying what losses are insurable versus eligible for government assistance.",Climate Risks and Infrastructure Resilience,"Local Insurance and Affordability Workshops: Host sessions with insurance experts and municipal staff to explain coverage options, government programs, mitigation discounts and steps homeowners can take to lower premiums.",Structural Economic Scale and Capital Constraints,"21 Mount Hope Avenue, Dartmouth, NS B2Y 4R4",https://novascotia.ca/emo,emo@novascotia.ca,44.6564538,-63.5440919
Regional Plan Review – Coastal Resilience and Flood Hazard Policies,Halifax Regional Municipality (HRM) – Planning & Development,"Halifax Regional Municipality’s Regional Plan Review engages residents through open houses, surveys, and mapping tools to update land-use rules for areas at high risk of sea-level rise, storm surge, and river flooding. The review advances coastal elevation and floodplain overlays, development setbacks, and restrictions on rebuilding in the highest-risk floodways, and it explores policy pathways that enable voluntary relocation and property acquisition, helping create fair, transparent managed...",Climate Risks and Infrastructure Resilience,"Managed Retreat & Land-Use Dialogues: Facilitate community-led conversations and planning tools about voluntary buyouts, relocation incentives, and future land use to create fair, transparent managed-retreat strategies for high-risk areas.",Structural Economic Scale and Capital Constraints,"1841 Argyle Street, Halifax, NS B3J 3A5",https://www.halifax.ca,regionalplan@halifax.ca,44.648927,-63.5753248
TransCoastal Adaptations – Community Coastal Adaptation Workshops & Decision-Support Tools,"TransCoastal Adaptations: Centre for Nature-based Solutions, Saint Mary’s University","TransCoastal Adaptations works with Nova Scotia municipalities and Mi’kmaw communities to facilitate community-led conversations about adapting to sea-level rise and erosion, using participatory mapping, flood/erosion scenarios, and cost–benefit tools. Their workshops compare protection, accommodation, and managed retreat options (including voluntary buyouts and relocation incentives) and translate outcomes into land-use policies and plans to support equitable, transparent managed-retreat str...",Climate Risks and Infrastructure Resilience,"Managed Retreat & Land-Use Dialogues: Facilitate community-led conversations and planning tools about voluntary buyouts, relocation incentives, and future land use to create fair, transparent managed-retreat strategies for high-risk areas.",Structural Economic Scale and Capital Constraints,"923 Robie Street, Halifax, NS B3H 3C3",https://transcoastaladaptations.com,tca@smu.ca,44.6313165,-63.5816691
Climate Change Working Group & Coastal Adaptation Dialogues,Nova Scotia Federation of Municipalities (NSFM),"The Nova Scotia Federation of Municipalities brings municipalities together with planners, provincial partners, and the public to share best practices on managing development in flood- and erosion-prone areas. Through webinars, workshops, and policy guidance, the initiative supports local governments to design transparent managed-retreat approaches—covering voluntary buyouts, relocation assistance, and land-use bylaw updates—that reflect community input and equity considerations.",Climate Risks and Infrastructure Resilience,"Managed Retreat & Land-Use Dialogues: Facilitate community-led conversations and planning tools about voluntary buyouts, relocation incentives, and future land use to create fair, transparent managed-retreat strategies for high-risk areas.",Structural Economic Scale and Capital Constraints,"1809 Barrington Street, Suite 1304, Halifax, NS B3J 3K8",https://www.nsfm.ca,info@nsfm.ca,44.6489899,-63.5745798
Coastal Training and Living Shorelines Workshops,TransCoastal Adaptations: Centre for Nature-based Solutions (Saint Mary’s University),"Hands-on training for students, early-career practitioners, and trades on designing and building nature-based coastal protection, including living shorelines and salt marsh restoration that reduce flood and erosion risks. Participants gain field skills in site assessment, design, installation, and monitoring, directly supporting local adaptation projects and creating pathways into coastal restoration jobs.",Climate Risks and Infrastructure Resilience,"Youth Resilience and Green Trades Training: Develop apprenticeships and short courses for young people in resilient construction, coastal restoration, flood-proofing and renewable energy to create local jobs tied to adaptation needs.",Structural Economic Scale and Capital Constraints,"923 Robie Street, Halifax, NS B3H 3C3",https://www.transcoastaladaptations.ca,info@transcoastaladaptations.ca,44.6313165,-63.5816691
Solar Electricity (PV) Design and Installation – Continuing Education,"Nova Scotia Community College (NSCC) – Ivany Campus, Centre for the Built Environment","A short, practical course that trains learners to design and install solar PV systems safely and in compliance with codes, including system sizing, wiring, and commissioning. Delivered through NSCC’s Centre for the Built Environment, it builds green trades capacity and supports community resilience by expanding local renewable energy skills and employment.",Climate Risks and Infrastructure Resilience,"Youth Resilience and Green Trades Training: Develop apprenticeships and short courses for young people in resilient construction, coastal restoration, flood-proofing and renewable energy to create local jobs tied to adaptation needs.",Structural Economic Scale and Capital Constraints,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca,info@nscc.ca,44.6542147,-63.5509426
Contractor and Energy Advisor Training & Certification Support,EfficiencyOne (operating as Efficiency Nova Scotia),"Efficiency Nova Scotia provides training, workshops, and certification support for contractors and energy advisors on heat pumps, building envelope upgrades, air sealing, and EnerGuide assessments. These short courses align with provincial rebate programs, creating immediate work opportunities in resilient retrofits and flood- and storm-ready home improvements across the province.",Climate Risks and Infrastructure Resilience,"Youth Resilience and Green Trades Training: Develop apprenticeships and short courses for young people in resilient construction, coastal restoration, flood-proofing and renewable energy to create local jobs tied to adaptation needs.",Structural Economic Scale and Capital Constraints,"230 Brownlow Avenue, Suite 300, Dartmouth, NS B3B 0G5",https://www.efficiencyns.ca/for-business/contractors/,info@efficiencyns.ca,44.6961793,-63.5809694
Lunenburg Regional Community Recycling Centre – Reuse Centre,Lunenburg Regional Community Recycling Centre (Municipality of the District of Lunenburg),"An on-site Reuse Centre where residents drop off and pick up usable items including doors, windows, lumber, hardware, and small tools at little or no cost. This local exchange of building materials reduces waste and lowers project costs, enabling households and volunteer groups to carry out repairs and resilience improvements across Lunenburg County.",Climate Risks and Infrastructure Resilience,"Local Materials and Labour Exchange: Set up a platform for sharing building materials, tools and skilled volunteers for resilience projects so small communities can carry out repairs and upgrades affordably.",Structural Economic Scale and Capital Constraints,"908 Mullock Road, Whynott's Settlement, NS B4V 5T9",https://www.communityrecycling.ca,info@communityrecycling.ca,44.4140468,-64.4695458
Waste Check Region 10 – Reuse Centre (Yarmouth Waste Park),Waste Check (Region 10 Solid Waste Management),"The Yarmouth Waste Park operates a Reuse Centre where community members can donate and take household and home-improvement items, including surplus building materials and tools, often free or at very low cost. By facilitating the local circulation of materials, it supports affordable home repairs and upgrades that strengthen resilience in rural coastal communities.",Climate Risks and Infrastructure Resilience,"Local Materials and Labour Exchange: Set up a platform for sharing building materials, tools and skilled volunteers for resilience projects so small communities can carry out repairs and upgrades affordably.",Structural Economic Scale and Capital Constraints,"1932 Hardscratch Road, Yarmouth, NS B5A 5J3",https://www.wastecheck.ca,info@wastecheck.ca,43.9162686,-66.0403906
Living Shorelines and Stormwater Resilience Program,Coastal Action,"Coastal Action partners with communities and property owners to design and implement nature-based flood and erosion solutions—such as living shorelines, rain gardens, and stormwater retrofits—and provides technical assistance along with small, cost-share support when available. By channeling government grants, donations, and partner contributions into homeowner and community pilot projects, the program operates like a local microgrant mechanism for household flood mitigation and adaptation de...",Climate Risks and Infrastructure Resilience,"Community Resilience Fund and Microgrants: Establish a locally governed resilience fund (seeded by donations, municipal contributions and fundraisers) that provides microgrants for household flood mitigation, small business preparedness and local adaptation pilots.",Structural Economic Scale and Capital Constraints,"37 Tannery Road, Unit 1, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
Applied Geomatics Research Group (AGRG) – Coastal Flood and Storm-Surge Mapping,Nova Scotia Community College (NSCC) – Centre of Geographic Sciences (COGS),"AGRG at NSCC’s Centre of Geographic Sciences partners with Nova Scotia municipalities, the provincial Emergency Management Office, and local fire departments to collect LiDAR/UAV/bathymetric data and produce high-resolution coastal flood and storm-surge models. The group shares maps, datasets, and training with planners and first responders so communities can integrate the modelling and historical flood records into land-use decisions, emergency routing, and infrastructure resilience planning.",Climate Risks and Infrastructure Resilience,"Data-Sharing Partnerships with Universities and First Responders: Partner with regional universities, Indigenous knowledge holders and emergency services to share modelling, historical flood data and traditional shoreline knowledge to guide community decisions.",Structural Economic Scale and Capital Constraints,"295 Main Street, Lawrencetown, NS B0S 1M0",https://www.nscc.ca,agrg@nscc.ca,44.8829115,-65.1680425
Bras d’Or Lakes Collaborative Environmental Planning Initiative (CEPI),Unama’ki Institute of Natural Resources (UINR) – Secretariat Host,"CEPI brings together Mi’kmaq knowledge holders, Cape Breton University researchers, municipal planners, and provincial/federal agencies to share science, monitoring data, and traditional knowledge on storm impacts, water levels, and shoreline change across the Bras d’Or watershed. Through a Two-Eyed Seeing approach, CEPI maintains shared information and convenes partners so communities and emergency officials can apply both modelling and Mi’kmaw knowledge in flood preparedness, coastal planni...",Climate Risks and Infrastructure Resilience,"Data-Sharing Partnerships with Universities and First Responders: Partner with regional universities, Indigenous knowledge holders and emergency services to share modelling, historical flood data and traditional shoreline knowledge to guide community decisions.",Structural Economic Scale and Capital Constraints,"4102 Shore Road, Eskasoni, NS B1W 1M4",https://brasdorcepi.ca,info@uinr.ca,45.9559976,-60.5872886
Law Reform and Policy Program,East Coast Environmental Law Association (ECELAW),"East Coast Environmental Law supports coalitions of residents, Mi’kmaw communities, and municipalities with legal research, model bylaws, and submissions that press for stronger coastal protection, flood risk management, and climate-informed zoning. They coordinate public-interest interventions and workshops that influence provincial regulations and municipal planning, aiming to advance affordable, climate-resilient insurance frameworks and infrastructure investments.",Climate Risks and Infrastructure Resilience,"Advocacy and Coalition-Building for Policy Change: Form community coalitions to lobby municipal and provincial governments for stronger zoning, affordable insurance programs, infrastructure investments and incentives for resilient building practices.",Structural Economic Scale and Capital Constraints,"6061 University Avenue, Halifax, NS B3H 4H9",https://ecelaw.ca,info@ecelaw.ca,44.6381438,-63.5875
Affordable Housing Association of Nova Scotia (Development and Community Housing Support),Affordable Housing Association of Nova Scotia,"AHANS is a province‑wide non‑profit that helps community groups plan, finance, and operate affordable housing, including co‑operative and non‑profit models that can reserve units for recent graduates and international students. By offering development services, property management support, and partnerships for tenant services, AHANS enables community‑led housing with below‑market rents, flexible tenancy approaches, and peer/community support—key features of the graduate housing co‑op solution.",International Student and Newcomer Retention,"Community-led Graduate Housing Co-ops: Form non-profit, community-run housing co-operatives that reserve units for recent graduates and international students transitioning off-campus. Co-ops can offer below-market rents, flexible lease terms, and peer support to bridge the gap between student housing and private rentals.",Structural Economic Scale and Capital Constraints,"2717 Gladstone Street, Suite 313, Halifax, NS B3K 0A4",https://www.ahans.ca,info@ahans.ca,44.6551867,-63.5990079
YREACH Landlord Outreach and Newcomer Housing Support,YMCA of Greater Halifax/Dartmouth – YREACH,"YREACH, the YMCA’s province-wide newcomer program, helps landlords across Nova Scotia rent successfully to immigrants and international students/graduates. Staff host landlord info sessions on tenant rights/responsibilities and inclusive practices, mediate expectations with culturally informed guidance, and match landlords with clients who have completed settlement and rental-readiness supports. YREACH also shares available units through its settlement networks—an advertising incentive for pa...",International Student and Newcomer Retention,"Landlord Partnership & Trusted-Renter Program: Create a local certification program that trains landlords on fair practices for newcomers, connects them with screened international students and graduates, and offers landlords small incentives (e.g., vacancy advertising support or municipal tax rebates) to rent to recent graduates.",Structural Economic Scale and Capital Constraints,"7071 Bayers Road, Suite 102, Halifax, NS B3L 2C2",https://ymcahfx.ca/immigrant-services/yreach/,immigrantservices@ymcahfx.ca,44.6541222,-63.6273462
