Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Young Canada Works Internships at the Art Gallery of Nova Scotia,Art Gallery of Nova Scotia,"The Art Gallery of Nova Scotia partners with the federal Young Canada Works program and local universities to offer paid student and graduate internships in curatorial, education, visitor experience, and marketing/communications. Interns receive hands-on training in exhibition production, program delivery, and arts administration while contributing to a major public gallery. These placements build practical production, outreach, and business skills that prepare youth for sustainable careers i...",Arts and Culture Ecosystem Fragility,"Paid Youth Apprenticeships and Internships in the Arts: Local arts organizations partner with schools and businesses to offer paid placements that teach production, marketing and business skills, keeping young people connected to creative careers.",Talent and Mobility System Misalignment,"1723 Hollis Street, Halifax, NS B3J 1V9",https://www.artgalleryofnovascotia.ca,info@artgalleryofnovascotia.ca,44.6480407,-63.5728911
Payment of CARFAC Artist Fees and Standard Exhibition Contracts,Art Gallery of Nova Scotia,"As a provincially funded public art museum, the Art Gallery of Nova Scotia pays artists using the CARFAC-RAAV minimum fee schedule for exhibitions, commissions, and public programs. The gallery uses clear, standardized written agreements that outline rights, timelines, and payment schedules, and follows public-sector prompt payment practices. This sets a local benchmark for presenters and venues to adopt professional fee standards and transparent contracting, stabilizing artist incomes.",Arts and Culture Ecosystem Fragility,"Community Standards for Fees and Transparent Contracts: A locally agreed guideline for minimum artist fees, clear contracts and prompt payment practices adopted by presenters and venues to stabilize incomes and professionalize the sector.",Talent and Mobility System Misalignment,"1723 Hollis Street, Halifax, NS B3J 1V9",https://www.artgalleryofnovascotia.ca,info@agns.ca,44.6480407,-63.5728911
RBC Emerging Artist Program (Apprenticeships),Ross Creek Centre for the Arts (with Two Planks and a Passion Theatre),"Ross Creek Centre for the Arts, in collaboration with resident company Two Planks and a Passion Theatre, offers paid emerging-artist apprenticeships supported by the RBC Emerging Artists Project. Apprentices work on professional theatre productions and arts centre operations, learning production management, stagecraft, marketing/communications, and community engagement under mentorship from experienced practitioners. The program partners with funders and post-secondary programs to create real...",Arts and Culture Ecosystem Fragility,"Paid Youth Apprenticeships and Internships in the Arts: Local arts organizations partner with schools and businesses to offer paid placements that teach production, marketing and business skills, keeping young people connected to creative careers.",Talent and Mobility System Misalignment,"555 Ross Creek Road, Canning, NS B0P 1H0",https://artscentre.ca,mail@artscentre.ca,45.1577166,-64.4209904
deCoste Presents and Regional Block-Booking Tours,deCoste Performing Arts Centre,"deCoste Performing Arts Centre programs a robust fall–spring series and participates in regional block-booking networks to co-book touring artists with neighbouring venues. By coordinating dates and sharing performers with other Nova Scotia presenters, the centre helps artists string together multi-stop routes, adding shoulder dates around festivals and generating steady, year-round opportunities for performers and local crews.",Arts and Culture Ecosystem Fragility,"Festival Collaboration and Off-Season Programming: Neighboring festivals and presenters coordinate dates, routing and shared performers to extend artist income beyond single events and create year-round opportunities.",Talent and Mobility System Misalignment,"99 Water Street, Pictou, NS B0K 1H0",https://decostecentre.ca,info@decostecentre.ca,45.6759128,-62.7130558
Exhibition Program: CARFAC Fees and Transparent Contracts,Craft Nova Scotia (Mary E. Black Gallery),"Mary E. Black Gallery pays exhibiting artists and craft practitioners according to CARFAC-recommended minimums and uses clear loan/exhibition contracts that specify fees, deliverables, and payment timelines. Calls for submissions explicitly state professional fee payment and contractual terms, signaling sector-wide expectations for fair compensation. By modeling these practices, the gallery helps normalize minimum fees and transparent agreements among Nova Scotia presenters.",Arts and Culture Ecosystem Fragility,"Community Standards for Fees and Transparent Contracts: A locally agreed guideline for minimum artist fees, clear contracts and prompt payment practices adopted by presenters and venues to stabilize incomes and professionalize the sector.",Talent and Mobility System Misalignment,"1061 Marginal Road, Suite 140, Halifax, NS B3H 4P7",https://www.craftnovascotia.ca,info@craftnovascotia.ca,44.638734,-63.5652324
Anchor Archive Zine Library (Work-Trade & Skillshare),Radstorm Halifax,"Anchor Archive offers community access to a zine library and publishing resources, with volunteers able to trade shifts and skills for memberships, print access, and program participation. This work-trade approach acts as a neighbourhood skills exchange for writers, designers, and printmakers, strengthening mutual support while lowering cash barriers for creative production.",Arts and Culture Ecosystem Fragility,"Skills Exchange and Timebank for Creative Services: A neighbourhood timebank where artists and arts workers trade services—graphic design, childcare, carpentry, marketing—reducing cash outlays and strengthening mutual support.",Talent and Mobility System Misalignment,"2177 Gottingen Street, Halifax, NS B3K 3B3",https://anchorarchive.org,anchorarchive@gmail.com,44.6529081,-63.5844735
Riverport Internet (FTTH Network),Riverport Electric Light Commission,"Riverport Internet is a community-owned fibre-to-the-home network created by the locally governed Riverport Electric Light Commission. The utility finances, builds, and operates high-speed internet for residents and businesses in Riverport and surrounding Lunenburg County, reinvesting surpluses locally. This directly implements a community broadband model by putting infrastructure ownership and decision-making in the hands of the community, enabling remote work and local entrepreneurship.",Rural–Urban Opportunity Divide,"Community Broadband Co‑op: Form a locally governed cooperative to fund, build and manage high‑speed internet access so residents, remote workers and businesses can participate fully in the digital economy.",Talent and Mobility System Misalignment,"3455 Highway 332, Riverport, NS B0J 2W0",https://www.riverportinternet.ca,info@riverportinternet.ca,44.2984497,-64.3048617
The Academy – Co‑Work & Business Hub,The Academy (Annapolis Royal),"The Academy transformed a former school into a mixed‑use community complex that includes coworking spaces, meeting rooms, and small offices with reliable Wi‑Fi for remote workers and entrepreneurs. It anchors business supports on‑site and hosts events and training that help local freelancers and startups connect with resources in rural Annapolis Royal.",Rural–Urban Opportunity Divide,"Local Remote‑Work Hubs: Convert existing municipal buildings or vacant storefronts into shared workspaces with reliable internet, meeting rooms and business supports to attract remote workers and freelancers.",Talent and Mobility System Misalignment,"590 St. George Street, Annapolis Royal, NS B0S 1A0",https://theacademyannapolisroyal.ca,,44.7411085,-65.5082811
Scotiabank Entrepreneur-in-the-Making,Nova Scotia Community College (NSCC),"This NSCC program provides student and recent graduate entrepreneurs with microgrants (typically $1,000–$3,000) and wraparound mentorship, including one-on-one coaching, workshops, and connections to campus innovation resources across Nova Scotia. It supports testing and launching small businesses, social enterprises, and creative projects in communities served by NSCC’s rural and urban campuses, helping young people start up where they live.",Rural–Urban Opportunity Divide,"Microgrant Program for Startups and Social Enterprises: Establish small locally managed grants and wraparound mentorship to help entrepreneurs test businesses, cultural projects and value‑added farm initiatives.",Talent and Mobility System Misalignment,"5685 Leeds Street, Halifax, NS B3K 2T3",https://www.nscc.ca/entrepreneurship,entrepreneurship@nscc.ca,44.6695773,-63.6147024
Ulnooweg Lending Services,Ulnooweg Development Group Inc.,"Ulnooweg provides patient, flexible loans and business support to Mi’kmaq and other Indigenous entrepreneurs throughout Nova Scotia and Atlantic Canada. As an Indigenous-led development finance organization, it stewards a dedicated community loan pool that channels capital into new and expanding local enterprises, strengthening community-owned businesses, services, and social infrastructure in rural and remote regions.",Rural–Urban Opportunity Divide,"Community Investment Fund / Local Loan Pool: Pool community capital (residents, pensioners, businesses) to provide low‑interest loans or match funding for local business expansions, housing repairs and social infrastructure.",Talent and Mobility System Misalignment,"74 Treaty Trail, Millbrook, NS B6L 1W3",https://ulnooweg.ca,info@ulnooweg.ca,45.3298058,-63.3050026
New Dawn Properties – Affordable Rental Development and Rehabilitation,New Dawn Enterprises,"New Dawn acquires, rehabilitates, and manages rental properties in Cape Breton, creating and preserving affordable rental options for residents in rural and small urban communities. By investing in building upgrades and working with local trades, the initiative brings older or underutilized buildings back into productive use and provides safe, suitable housing for seniors and families close to services and employment.",Rural–Urban Opportunity Divide,"Rural Housing Retrofit & Renovation Program: Coordinate volunteer teams, trades training placements and small grants/loans to renovate vacant homes, create affordable rentals and make housing suitable for young families and seniors.",Talent and Mobility System Misalignment,"170 George Street, Sydney, NS B1P 1J1",https://properties.newdawn.ca,info@newdawn.ca,46.1434098,-60.1963358
Local Contractor Engagement and Bid Depository,Construction Association of Nova Scotia,"CANS provides a bid depository, tender intelligence, and owner outreach that link public-sector buyers with qualified Nova Scotia contractors and trades. By advocating procurement practices that facilitate local participation and by equipping firms—urban and rural—to access municipal, healthcare, and institutional projects, CANS helps retain construction spending within Nova Scotia.",Rural–Urban Opportunity Divide,"Local Procurement Pledge: Encourage municipalities, hospitals and community organizations to prioritize local suppliers and contractors to retain public spending in the local economy.",Talent and Mobility System Misalignment,"134 Eileen Stubbs Avenue, Unit 301, Dartmouth, NS B3B 2C4",https://www.cans.ns.ca,info@cans.ns.ca,44.6960439,-63.5736377
Institutional Market Access and Local Procurement Support,Perennia Food and Agriculture Inc.,"Perennia works with food and agriculture producers and institutional buyers to increase the amount of Nova Scotia food in public sector kitchens (e.g., hospitals, long-term care, and schools). Through market-readiness coaching, product development, and buyer–supplier matchmaking, the program helps institutions source from local suppliers, keeping food procurement dollars in rural communities.",Rural–Urban Opportunity Divide,"Local Procurement Pledge: Encourage municipalities, hospitals and community organizations to prioritize local suppliers and contractors to retain public spending in the local economy.",Talent and Mobility System Misalignment,"199 Innovation Drive, Bible Hill, NS B6L 2H5",https://www.perennia.ca,info@perennia.ca,45.388879,-63.2437827
Summer Sounds on the Pictou Waterfront,DeCoste Performing Arts Centre,"This outdoor concert series presents Nova Scotia musicians and cultural performances on the Pictou waterfront throughout the summer, often alongside local food and craft vendors. It brings residents and tourists downtown, animating public space and strengthening a distinctive small-town cultural identity. By offering paid gigs and vendor stalls, it creates direct income for performers and makers in a rural setting.",Rural–Urban Opportunity Divide,"Cultural and Creative Economy Events Series: Organize festivals, markets, artist‑in‑residence programs and cultural showcases that build place identity, attract visitors and provide income for local creators.",Talent and Mobility System Misalignment,"99 Water Street, Pictou, NS B0K 1H0",https://www.decostecentre.ca,info@decostecentre.ca,45.6759128,-62.7130558
Secondary and Backyard Suite Program,Nova Scotia Provincial Housing Agency (Housing Nova Scotia),"This provincial program provides financial assistance to homeowners to create a new secondary or backyard suite, with forgivable or low-interest loan options tied to affordability and accessibility criteria. By offsetting upfront construction costs and setting clear eligibility and design requirements, the program expands affordable ADU supply and enables families to support seniors, students, and intergenerational living.",Cost of Living and Student Debt Burden,"Accessory Dwelling Unit (ADU) & Secondary Suite Support: Promote and streamline permits, design templates, and low‑interest loans for homeowners to build ADUs/secondary suites to increase affordable rental supply and allow multi‑generational household support.",Talent and Mobility System Misalignment,"2131 Gottingen Street, Halifax, NS B3K 5Z7",https://housing.novascotia.ca/programs/secondary-and-backyard-suites,,44.6523377,-63.5835745
Tuition Relief for Nurses (TRN),Nova Scotia Health,"Nova Scotia Health’s TRN program provides tuition relief and student-loan repayment to nurses who sign return‑of‑service agreements to work in eligible roles and communities across the province. The incentive is employer-backed and coordinated with the Department of Health and Wellness, functioning as a co‑funded tuition repayment mechanism that lowers debt burdens while ensuring nurses remain employed locally.",Cost of Living and Student Debt Burden,"Employer‑Community Tuition Repayment Partnerships: Encourage local employers to co‑fund tuition repayment or loan forgiveness in exchange for commitments to work locally, coordinated through chambers of commerce or industry councils.",Talent and Mobility System Misalignment,"1796 Summer Street, Halifax, NS B3H 3A7",https://recruitment.nshealth.ca/nursing-incentives,Recruitment.Services@nshealth.ca,44.6454617,-63.5871661
Tuition Relief for Doctors Program,Nova Scotia Health – Physician Recruitment,"Coordinated by Nova Scotia Health’s Physician Recruitment team with the Office of Healthcare Professionals Recruitment, this program offers substantial tuition relief to family physicians who enter formal return‑of‑service agreements to practice in Nova Scotia communities. The incentive offsets medical school debt in exchange for multi‑year commitments to work locally, aligning employer recruitment with community retention goals.",Cost of Living and Student Debt Burden,"Employer‑Community Tuition Repayment Partnerships: Encourage local employers to co‑fund tuition repayment or loan forgiveness in exchange for commitments to work locally, coordinated through chambers of commerce or industry councils.",Talent and Mobility System Misalignment,"1796 Summer Street, Halifax, NS B3H 3A7",https://recruitment.nshealth.ca/physicians/incentives,physicianrecruit@nshealth.ca,44.6454617,-63.5871661
Heat Pump Affordability Program,Efficiency Nova Scotia,"This provincial program provides fully funded or deeply subsidized cold-climate heat pumps to income-qualified Nova Scotians, covering assessment, equipment, and installation. Administered by Efficiency Nova Scotia, it leverages a network of approved contractors and bulk procurement to lower costs, helping low-income and younger households cut heating expenses and improve home comfort for the long term.",Cost of Living and Student Debt Burden,"Community Energy Efficiency and Bulk Purchasing: Organize group bulk purchases for insulation, heat pumps, and energy retrofits, plus community programs to help low‑income young households reduce utility bills long term.",Talent and Mobility System Misalignment,"230 Brownlow Avenue, Suite 300, Dartmouth, NS B3B 0G5",https://www.efficiencyns.ca,info@efficiencyns.ca,44.6961793,-63.5809694
Clean Energy Financing (PACE) Program,Clean Foundation,"Clean Energy Financing enables homeowners in participating Nova Scotia municipalities to complete energy retrofits—such as insulation, heat pumps, and air sealing—and repay the cost over time via their property tax bill. Operated by Clean Foundation in partnership with municipalities, the program coordinates vetted contractors and streamlined project delivery to reduce per‑project costs and help households lower their energy bills sustainably.",Cost of Living and Student Debt Burden,"Community Energy Efficiency and Bulk Purchasing: Organize group bulk purchases for insulation, heat pumps, and energy retrofits, plus community programs to help low‑income young households reduce utility bills long term.",Talent and Mobility System Misalignment,"126 Portland Street, Dartmouth, NS B2Y 1H8",https://www.cleanenergyfinancing.ca,info@cleanfoundation.ca,44.6659186,-63.5662829
Bridgewater Clean Energy Financing Program,Town of Bridgewater,"Through the Town of Bridgewater’s PACE-based Clean Energy Financing, residents can bundle energy upgrades—like insulation and heat pumps—into affordable financing repaid on the property tax bill. The program supports community‑wide uptake, connects homeowners with qualified contractors, and reduces long‑term utility costs by making comprehensive retrofits accessible to younger and cost‑burdened households.",Cost of Living and Student Debt Burden,"Community Energy Efficiency and Bulk Purchasing: Organize group bulk purchases for insulation, heat pumps, and energy retrofits, plus community programs to help low‑income young households reduce utility bills long term.",Talent and Mobility System Misalignment,"60 Pleasant Street, Bridgewater, NS B4V 3X9",https://www.cleanenergyfinancing.ca,info@bridgewater.ca,44.3755744,-64.5223664
Cape Breton University U-Pass,Cape Breton University (in partnership with Transit Cape Breton and the CBU Students’ Union),"CBU’s U-Pass provides eligible full-time students with unlimited access to Transit Cape Breton through a universal transit pass. This lowers transportation costs for students and improves access to jobs, co-ops, and services along transit routes, supporting affordable mobility across the Sydney area.",Cost of Living and Student Debt Burden,"Local Transit and Active Transport Improvements: Advocate for improved bus routes, fare reductions for students and young workers, and safe cycling infrastructure to reduce transportation costs and expand employment access.",Talent and Mobility System Misalignment,"1250 Grand Lake Road, Sydney, NS B1P 6L2",https://www.cbu.ca,,46.147592,-60.144472
Income Tax Program & Benevolent Fund,Brunswick Street Mission,"Brunswick Street Mission operates one of Halifax’s largest Community Volunteer Income Tax Program (CVITP) clinics, helping low‑income residents file taxes so they can access refundable credits and benefits like the GST/HST credit, Canada Child Benefit, and provincial rebates. Its Benevolent Fund provides small, rapid‑response grants for urgent needs such as rent, utilities, prescriptions, or work gear, smoothing short‑term income shocks. Together, these services help young people avoid high‑c...",Cost of Living and Student Debt Burden,"Tax/Benefits Navigation and Emergency Income Smoothing: Offer local clinics and small crisis‑grant programs (via community foundations) to help young people access tax credits, benefits, and short‑term relief to avoid high‑cost debt.",Talent and Mobility System Misalignment,"2107 Brunswick Street, Halifax, NS B3K 2Y7",https://brunswickstreetmission.org,info@brunswickstreetmission.org,44.6528574,-63.5810688
Lunenburg County Regional Emergency Management Organization (REMO),Lunenburg County Regional Emergency Management Organization (REMO),"Lunenburg County REMO coordinates a network of designated comfort centres and community emergency hubs, equips them with communications gear and essential supplies, and trains volunteers to operate them during severe weather and floods. When flooding occurs, volunteers help with information sharing, wellness checks, and evacuation support, and coordinate with municipal crews and local fire departments to distribute sandbags and assist with water management. This community-based approach reduc...",Climate Risks and Community Resilience,"Community Flood Response Hubs and Volunteer Teams: Set up neighborhood emergency hubs stocked with pumps, sandbags, communications gear and trained volunteers who can respond rapidly to flooding events, coordinate evacuations and support recovery, reducing damage and cost.",Talent and Mobility System Misalignment,"210 Aberdeen Road, Bridgewater, NS B4V 4G8",https://www.lcremo.ca,info@modl.ca,44.3849399,-64.5127618
Bras d’Or Watch,Unama’ki Institute of Natural Resources (in partnership with Bras d’Or Lake Biosphere Region Association),"Bras d’Or Watch engages and trains community volunteers around the Bras d’Or Lake Biosphere Region to collect shoreline observations, site photos, and nearshore measurements (e.g., water levels, temperature, salinity, eelgrass and shoreline habitat condition) during coordinated monitoring days. Results are used by Indigenous guardians, local municipalities, and partners to prioritize restoration, strengthen funding proposals, and plan for coastal risks from storms and sea-level rise.",Climate Risks and Community Resilience,"Citizen Science Shoreline Monitoring Network: Train and coordinate volunteers to collect regular shoreline, dune and marsh condition data (photos, transects, erosion markers). Local data supports grant applications, municipal planning and insurance risk assessments.",Talent and Mobility System Misalignment,"4102 Shore Road, Eskasoni, NS B1W 1M4",https://www.uinr.ca,info@uinr.ca,45.9559976,-60.5872886
Sawmill River Daylighting and Naturalization Project,Halifax Water,"Halifax Water is replacing a failing culvert in Dartmouth by daylighting and naturalizing Sawmill River with an open, vegetated channel, floodplain benches, and native plantings. This nature-based stormwater design increases storage and infiltration, reduces neighbourhood flood risk, improves water quality, and creates a community asset that supports education and stewardship around green infrastructure.",Climate Risks and Community Resilience,"Nature-Based Stormwater Management Projects: Install rain gardens, bioswales, permeable pavements and expanded urban tree canopy in partnership with schools and community groups to reduce runoff, improve infiltration and reduce downstream flood impacts.",Talent and Mobility System Misalignment,"450 Cowie Hill Road, Halifax, NS B3P 2V3",https://www.halifaxwater.ca,customercare@halifaxwater.ca,44.62613,-63.623556
Halifax Water – Standardized Developer Servicing & Connection Agreements,Halifax Water,"Halifax Water publishes standardized servicing requirements, specifications, and agreement forms used by developers and community housing groups for water and wastewater projects within HRM. By relying on consistent legal and technical terms, these templates shorten review cycles and approvals, enabling faster project starts while aligning municipal utility and provincial regulatory expectations.",Fragmented Governance and Slow Execution,"Standardized Local Agreement Templates: Publish community-vetted templates (MOUs, service agreements, partnership charters) that meet municipal and provincial needs so local organizations and governments can sign and implement projects faster.",Talent and Mobility System Misalignment,"450 Cowie Hill Road, Halifax, NS B3P 2V3",https://www.halifaxwater.ca,CustomerService@halifaxwater.ca,44.62613,-63.623556
Ocean Startup Project,Ocean Startup Project,"The Ocean Startup Project runs training, mentorship, and funding programs (including non-dilutive awards through the Ocean Startup Challenge) for early-stage ocean technology companies. These supports help founders building solutions in sustainable fisheries, marine renewables, and coastal climate resilience to validate ideas and scale. By pairing expert mentorship with microgrant-style awards, the project embodies a practical incubator-plus-funding model that grows local green employment.",Climate Risks and Community Resilience,"Local Green Business Incubator and Microgrant Fund: Create a small local incubator offering mentorship, workspace and microgrants for startups in renewable energy services, sustainable fisheries, circular-economy crafts and other green enterprises to grow local employment.",Talent and Mobility System Misalignment,"27 Parker Street, Dartmouth, NS B2Y 4T5",https://oceanstartup.ca,info@oceanstartup.ca,44.6622182,-63.5567724
Emera ideaHUB,Dalhousie University – Emera ideaHUB,"Emera ideaHUB is Dalhousie University’s hardware venture incubator that offers entrepreneurs prototyping labs, engineering mentorship, and collaborative workspace to build physical products, including cleantech and circular-economy solutions. Startups receive tailored coaching on design-for-manufacture, testing, and market entry while being connected to partner funding streams and challenge programs. This creates a local pipeline for green enterprises to move from concept to job-creating comp...",Climate Risks and Community Resilience,"Local Green Business Incubator and Microgrant Fund: Create a small local incubator offering mentorship, workspace and microgrants for startups in renewable energy services, sustainable fisheries, circular-economy crafts and other green enterprises to grow local employment.",Talent and Mobility System Misalignment,"1349 Barrington Street, Halifax, NS B3J 1Y9",https://ideahub.ca,ideahub@dal.ca,44.6427459,-63.5715921
Community Grants for Waste Diversion,Divert NS,"Divert NS provides small, non-repayable grants to support community groups and emerging enterprises piloting waste-reduction, reuse, and recycling initiatives that advance the circular economy. Funding is paired with educational resources and connections to municipal partners, enabling new green products and services to be tested and scaled locally. These microgrants directly catalyze circular-economy ventures and green jobs across Nova Scotia communities.",Climate Risks and Community Resilience,"Local Green Business Incubator and Microgrant Fund: Create a small local incubator offering mentorship, workspace and microgrants for startups in renewable energy services, sustainable fisheries, circular-economy crafts and other green enterprises to grow local employment.",Talent and Mobility System Misalignment,"35 Commercial Street, Suite 400, Truro, NS B2N 3H9",https://divertns.ca,info@divertns.ca,45.3660281,-63.2864996
Ductless Heat Pump Installer (Microcredential),Nova Scotia Community College (NSCC) – Akerley Campus,"This short, hands-on microcredential provides accelerated training for entry-level technicians to install and commission ductless mini-split heat pumps to code and manufacturer standards. Developed with input from local HVAC employers and aligned with Nova Scotia Apprenticeship Agency pathways, it helps graduates transition into Refrigeration & Air Conditioning Mechanic apprenticeships; NSCC connects learners to employer placements and prioritizes local youth and career-changers through Nova ...",Climate Risks and Community Resilience,"Apprenticeship and Re-Skilling Pathways with Community Colleges: Partner with regional colleges and employers to create accelerated apprenticeships in green trades (heat pump technicians, solar installers, coastal engineers) and offer placements prioritized for local youth and displaced workers.",Talent and Mobility System Misalignment,"21 Woodlawn Road, Dartmouth, NS B2W 2R7",https://www.nscc.ca,info@nscc.ca,44.6840183,-63.5262522
NSCC Open House & Program Showcases (Akerley Campus),Nova Scotia Community College (NSCC) – Akerley Campus,"NSCC’s Akerley Campus opens its shops, labs, and kitchens for interactive showcases where faculty, students, and industry partners demonstrate trades, culinary, transportation, and technology programs. These events outline local employment outcomes, apprenticeship routes, and wage progression, helping youth and families visualize concrete, Nova Scotia–based career pathways.",Talent Perception and Outmigration Narratives,"Skills Showcases & Career Pathway Fairs: Host regular community events that spotlight concrete career pathways (trade demonstrations, portfolio reviews, tech demos, social enterprise booths) so youth and families can see day-to-day work and realistic income/progression locally.",Talent and Mobility System Misalignment,"21 Woodlawn Road, Dartmouth, NS B2W 2R7",https://www.nscc.ca,info@nscc.ca,44.6840183,-63.5262522
Efficiency Preferred Partner (EPP) Network and Contractor Training,Efficiency Nova Scotia (operated by EfficiencyOne),"Efficiency Nova Scotia’s EPP Network upskills and supports contractors delivering energy-efficiency services (e.g., heat pump installation, energy auditing) and connects them to funded projects through provincial rebate programs. Working with NSCC and HRAI to offer local training, the network helps member employers recruit apprentices and entry-level installers—creating placement and re-skilling pathways for Nova Scotian youth and displaced workers entering green trades such as heat pumps and...",Climate Risks and Community Resilience,"Apprenticeship and Re-Skilling Pathways with Community Colleges: Partner with regional colleges and employers to create accelerated apprenticeships in green trades (heat pump technicians, solar installers, coastal engineers) and offer placements prioritized for local youth and displaced workers.",Talent and Mobility System Misalignment,"230 Brownlow Avenue, Suite 300, Dartmouth, NS B3B 0G5",https://www.efficiencyns.ca,info@efficiencyns.ca,44.6961793,-63.5809694
Antigonish Farmers’ Mutual Insurance (Member-Owned Risk Pool),Antigonish Farmers’ Mutual Insurance Company,"As a member‑owned mutual insurer, Antigonish Farmers’ Mutual pools risk among Nova Scotian policyholders to provide property and related coverages, often offering credits and guidance for loss‑prevention measures (e.g., sump pumps, backwater valves, wind and water protections). This pooled risk model stabilizes and can lower insurance costs for members while encouraging preventive upgrades that reduce community‑wide losses from storms and flooding—core to the pooled risk fund aspect of the re...",Climate Risks and Community Resilience,"Community Resilience Bonds and Pooled Risk Funds: Establish a local pooled fund or resilience bond mechanism to finance community infrastructure upgrades (seawalls, dykes, drainage) and offer lower insurance costs for members by spreading risk and funding preventive measures.",Talent and Mobility System Misalignment,"3095 Post Road, Antigonish, NS B2G 2K5",https://www.afm.ns.ca,info@afm.ns.ca,45.6134502,-62.0091049
Mi’kmaw Conservation Group – Coastal Restoration and Living Shorelines,The Confederacy of Mainland Mi’kmaq (CMM),"The Mi’kmaw Conservation Group partners with Mi’kmaw communities across mainland Nova Scotia to restore tidal wetlands and salt marshes, monitor culturally significant species, and incorporate Mi’kmaw ecological knowledge into coastal adaptation and planning. Through hands-on restoration projects and training for community members and Guardians, the program advances nature-based shoreline protection and species-based indicators that inform local resilience decisions.",Climate Risks and Community Resilience,"Indigenous-Led Knowledge Partnerships: Build partnerships with local Indigenous communities to integrate traditional coastal stewardship practices—salt marsh management, species-based indicators and place-based planning—into resilience projects and training programs.",Talent and Mobility System Misalignment,"57 Martin Crescent, Truro, NS B2N 7B2",https://cmmns.com,info@cmmns.com,45.3656974,-63.2864971
Building Futures for Youth,Nova Scotia Construction Sector Council (NSCSC),"Building Futures for Youth places Nova Scotia high school students in paid summer work experiences with local construction employers, including roles in energy-efficient building, sustainable materials, and resilient infrastructure. The program includes safety training, mentorship, and exposure to Red Seal apprenticeship pathways. It implements the solution by combining school-to-work education with direct connections to employers in trades that are central to climate resilience and the clean...",Climate Risks and Community Resilience,"School and Community Climate Education & Career Fairs: Run education programs and career fairs connecting students with local green employers, apprenticeships and hands-on projects so young people see clear local career paths in resilience, trades and clean-tech sectors.",Talent and Mobility System Misalignment,"260 Brownlow Avenue, Unit 5, Dartmouth, NS B3B 1V9",https://www.nscsc.ca,info@nscsc.ca,44.6949211,-63.5758494
Halifax Innovation District (Waterfront Testbeds and Pilots),Build Nova Scotia (in partnership with Halifax Partnership),"Build Nova Scotia activates public spaces on the Halifax waterfront as living labs, providing short-term pilot locations and pop-up space for mobility, data, and smart-city solutions. By coordinating with landowners and municipal/provincial partners, it streamlines site permissions and logistics—bundling key approvals so pilots can launch quickly. Results from these demonstrations are used to inform policy, de-risk procurement, and accelerate higher-level approvals for broader rollout.",Fragmented Governance and Slow Execution,"Community Project Accelerator for Local Pilots: Create a community-run accelerator that fast-tracks small pilots (social enterprise, skills labs, maker spaces) by bundling approvals, offering short-term space, and providing mentorship; use successful pilots as proof-of-concept to shorten higher-level approvals.",Talent and Mobility System Misalignment,"1875 Upper Water Street, Suite 301, Halifax, NS B3J 1S9",https://buildns.ca,info@buildns.ca,44.6505119,-63.5728293
Municipal Joint Services Board (Antigonish),Municipal Joint Services Board (Town of Antigonish and Municipality of the County of Antigonish),"A formal shared-services consortium between the Town of Antigonish and the Municipality of the County of Antigonish that consolidates functions such as procurement, occupational health and safety, information technology, and records management. This pooled administrative capacity standardizes policies and purchasing, cuts red tape between adjacent jurisdictions, and speeds delivery of joint initiatives that support local businesses, training partners, and youth employment projects across the ...",Fragmented Governance and Slow Execution,"Inter-municipal Shared Services Consortium: Form a local consortium where adjacent municipalities pool administrative services (planning, procurement, legal) to reduce duplicated approvals and speed execution of regional youth and economic projects.",Talent and Mobility System Misalignment,"285 Beech Hill Road, Antigonish, NS B2G 0B4",https://www.mjsb.ca,info@mjsb.ca,45.6056769,-61.9657609
Council of Atlantic University Libraries (CAUL-CBUA) Consortial Purchasing,Council of Atlantic University Libraries / Conseil des bibliothèques universitaires de l’Atlantique (CAUL-CBUA),"CAUL-CBUA coordinates consortial procurement for Atlantic university libraries, negotiating shared licenses for e-resources, discovery platforms, and related services. By aggregating member demand and using standardized contracts that comply with public-sector procurement rules, it creates vetted vendor lists and faster purchasing paths for post-secondary institutions in Nova Scotia—reducing approval cycles and enabling quicker access to learning and training resources for students and resear...",Fragmented Governance and Slow Execution,"Local Procurement Cooperative: Develop a community-led cooperative to aggregate buying power for common goods and services (training programs, equipment for makerspaces), producing standardized contracts and vendor lists that meet higher-level procurement rules but are faster to use.",Talent and Mobility System Misalignment,"Killam Memorial Library, 6225 University Avenue, Halifax, NS B3H 4R2",https://caul-cbua.ca,,44.6374101,-63.5910584
Novanet Consortium – Shared Procurement and Systems for Academic Libraries,Novanet,"Novanet is a consortium of Nova Scotia academic libraries that jointly procure core systems (integrated library services, discovery layers) and license e-resources through collective agreements. This aggregated buying power produces standardized vendor contracts and a common vendor roster, speeding compliance-heavy purchases for multiple campuses and ensuring students and faculty gain timely access to shared infrastructure and content.",Fragmented Governance and Slow Execution,"Local Procurement Cooperative: Develop a community-led cooperative to aggregate buying power for common goods and services (training programs, equipment for makerspaces), producing standardized contracts and vendor lists that meet higher-level procurement rules but are faster to use.",Talent and Mobility System Misalignment,"Patrick Power Library (c/o Novanet Office), 923 Robie Street, Halifax, NS B3H 3C3",https://www.novanet.ca,novanet@novanet.ca,44.648618,-63.5859487
